X,CH1,
Second,Volt,
1.90700e-03,1.68e+01,
2.10700e-03,2.16e+01,
2.30700e-03,2.16e+01,
2.50700e-03,2.40e+01,
2.70700e-03,2.48e+01,
2.90700e-03,2.64e+01,
3.10700e-03,2.40e+01,
3.30700e-03,2.96e+01,
3.50700e-03,2.96e+01,
3.70700e-03,3.12e+01,
3.90700e-03,3.20e+01,
4.10700e-03,3.36e+01,
4.30700e-03,3.36e+01,
4.50700e-03,3.44e+01,
4.70700e-03,3.36e+01,
4.90700e-03,3.52e+01,
5.10700e-03,3.52e+01,
5.30700e-03,3.44e+01,
5.50700e-03,3.52e+01,
5.70700e-03,3.20e+01,
5.90700e-03,3.44e+01,
6.10700e-03,3.28e+01,
6.30700e-03,3.28e+01,
6.50700e-03,3.12e+01,
6.70700e-03,3.28e+01,
6.90700e-03,2.96e+01,
7.10700e-03,2.88e+01,
7.30700e-03,2.64e+01,
7.50700e-03,2.64e+01,
7.70700e-03,2.32e+01,
7.90700e-03,2.32e+01,
8.10700e-03,1.68e+01,
8.30700e-03,2.00e+01,
8.50700e-03,1.68e+01,
8.70700e-03,1.60e+01,
8.90700e-03,1.20e+01,
9.10700e-03,1.20e+01,
9.30700e-03,8.80e+00,
9.50700e-03,7.20e+00,
9.70700e-03,3.20e+00,
9.90700e-03,3.20e+00,
1.01070e-02,-1.60e+00,
1.03070e-02,0.00e+00,
1.05070e-02,-4.00e+00,
1.07070e-02,-4.80e+00,
1.09070e-02,-8.80e+00,
1.11070e-02,-8.80e+00,
1.13070e-02,-1.28e+01,
1.15070e-02,-1.28e+01,
1.17070e-02,-1.60e+01,
1.19070e-02,-1.60e+01,
1.21070e-02,-2.08e+01,
1.23070e-02,-2.00e+01,
1.25070e-02,-2.40e+01,
1.27070e-02,-2.40e+01,
1.29070e-02,-2.80e+01,
1.31070e-02,-2.72e+01,
1.33070e-02,-2.96e+01,
1.35070e-02,-2.88e+01,
1.37070e-02,-3.20e+01,
1.39070e-02,-3.12e+01,
1.41070e-02,-3.20e+01,
1.43070e-02,-3.20e+01,
1.45070e-02,-3.36e+01,
1.47070e-02,-3.28e+01,
1.49070e-02,-3.44e+01,
1.51070e-02,-3.52e+01,
1.53070e-02,-3.36e+01,
1.55070e-02,-3.44e+01,
1.57070e-02,-3.36e+01,
1.59070e-02,-3.36e+01,
1.61070e-02,-3.20e+01,
